მეერთისა	Pantokrator
ზედამჯდომელობა-ჲ	Obensitzen, Vornsitzen
პირველმჯდომელობა-ჲ	Vorsitzen, Leiten
განმზომელობა-ჲ	Messen
ქუეყანისმზომელობა-ჲ	Geometrie
მისაწთომელობა-ჲ	Erreichbarkeit, Verständlichkeit; Erreichbarkeit, Verständlichkeit
მიმწთომელობა-ჲ	Begreifen, Verstehen
მიუწთომელობა-ჲ	Unverständnis; Unverständnis
დაუდგრომელობა-ჲ	Unstetigkeit
წინადაუდგრომელობა-ჲ	Widerstandslosigkeit
მშრომელობა-ჲ	Arbeit, Tun, Schaffen
ქუეყანისმშრომელობა-ჲ	Bodenbearbeitung
უშრომელობა-ჲ	Leichtigkeit, Mühelosigkeit
დაუცხრომელობა-ჲ	Unermüdlichkeit
განუძღომელობა-ჲ	Unersättlichkeit
დაუდუმელობა-ჲ	Ständigkeit
ნაყოფთმრთუმელობა-ჲ	Versprechen, Anbieten
ნაყოფისმომრთუმელობა-ჲ	Geschenküberreichen
ნაყოფმრთუმელობა-ჲ	Steuereintreibung
ჩამსუმელობა-ჲ	Geben, Schenken
გამოსათქუმელობა-ჲ	Aussprechbarkeit; Erklärbarkeit
გულისსათქუმელობა-ჲ	Wunsch
წარმომთქუმელობა-ჲ	Sprechen, Sagen
აღმთქუმელობა-ჲ	Versprechen, Gelübde
უთქუმელობა-ჲ	Unaussprechlichkeit, Schweigsamkeit
გამოუთქუმელობა-ჲ	Unaussprechlichkeit
მრავალსაჭმელობა-ჲ	Lebensmittelüberfluß
ძარღუთმრთხმელობა-ჲ	Dehnen der Sehnen; Rettung, Erlösung
ჴელთდამსხმელობა-ჲ	Einsetzen, Festlegen; Widerstand
წესთდამსხმელობა-ჲ	Festlegung, Anordnung, Bestimmung
განჴმელობა-ჲ	Trockenheit, Dürre, Unfruchtbarkeit
ჴელუბანელობა-ჲ	Ungewaschenheit der Hände
ჴმანელობა-ჲ	Notwendigkeit, Verwendung
უნანელობა-ჲ	Reuelosigkeit
მცოდნელობა-ჲ	Wissen
მიმავლენელობა-ჲ	Senden, Schicken
მასმენელობა-ჲ	Verleumdung
სასმენელობა-ჲ	Hören, Gehör
მსმენელობა-ჲ	Hören, Gehorchen, Bereuen
კეთილადმსმენელობა-ჲ	Gehorsam
უსმენელობა-ჲ	Ungehorsam
მგზავნელობა-ჲ	Absenden
მდევნელობა-ჲ	Verfolgung
განულევნელობა-ჲ	Ständigkeit
შემრევნელობა-ჲ	Stören, Durcheinanderbringen
შეურევნელობა-ჲ	Unvermischtheit, Reinheit
შეუწევნელობა-ჲ	Unterstützungslosigkeit, Hilflosigkeit
სძისმწოვნელობა-ჲ	Saugen an der Brust
უთხზნელობა-ჲ	Ungeflochtenheit
მოსაწყინელობა-ჲ	Abscheulichkeit
გარესკნელობა-ჲ	Außenwelt
უკუანაჲსკნელობა-ჲ	Ende, Schluß; Ende, Schluß
შემქმნელობა-ჲ	Erschaffung
შვილთმქმნელობა-ჲ	Kinderzeugung, Kinderhaben
შეუქმნელობა-ჲ	Ungezeugtheit, Ungeborenheit
უქონელობა-ჲ	Armut; Armut
უცონელობა-ჲ	Fleiß; Fleiß
სურნელობა-ჲ	Duft
სახეთმწმასნელობა-ჲ	Grimasseschneiden
დასაჴსნელობა-ჲ	Zerrüttung, Auflösung
დამჴსნელობა-ჲ	Zerrütten, Zerstören
განმრყუნელობა-ჲ	Verderben
განურყუნელობა-ჲ	Reinheit; Reinheit
მლიქნელობა-ჲ	Schmeicheln, Lobhudeln
მაცთურმლიქნელობა-ჲ	Schmeicheln und Verführen
მხრწნელობა-ჲ	Verderben, Vergewaltigung
ურცხჳნელობა-ჲ	Schamlosigkeit
საზარელობა-ჲ	Scheußlichkeit; Scheußlichkeit
საყუარელობა-ჲ	Liebe
გარეშეუწერელობა-ჲ	Grenzenlosigkeit
გარეშემოუწერელობა-ჲ	Grenzenlosigkeit
შეუსაზღვრელობა-ჲ	Unbegrenztheit, Grenzenlosigkeit
ნაწლევთმჭრელობა-ჲ	Wahrsagerei
მდრესელობა-ჲ	Reiben, Wetzen
უსიტყუელობა-ჲ	Stummheit
საეჭუელობა-ჲ	Zweifelhaftigkeit
მეჭუელობა-ჲ	Zweifel, Argwohn, Mißtrauen
კმასაყოფელობა-ჲ	Genügen, Genugbekommen
შეურაცხისსაყოფელობა-ჲ	Mißachtung
მყოფელობა-ჲ	Machen, Tun
უდებმყოფელობა-ჲ	Mißachtung, Faulheit
ცხადმყოფელობა-ჲ	Aufdecken, Offenbaren
ჴელმყოფელობა-ჲ	Machen, Tun, Begehen, Verrichten
სრულმყოფელობა-ჲ	Beenden, Vollenden, Erfüllen
განმყოფელობა-ჲ	Teilen, Verteilen
მართლგანმყოფელობა-ჲ	richtiges Aufteilen
მშჳდობისმყოფელობა-ჲ	Frieden, Friedensstiften
თეატრონისმყოფელობა-ჲ	Vorführung, Darstellung, Aufführung
შეურაცხისმყოფელობა-ჲ	Mißachtung
უგულებელსმყოფელობა-ჲ	Mißachtung
ცხოველსმყოფელობა-ჲ	Belebung
განუყოფელობა-ჲ	Beständigkeit, Ganzheit
წფელობა-ჲ	Anständigkeit, Ehrlichkeit, Reinheit, Wahrhaftigkeit
ზრქელობა-ჲ	Dicke, Stärke, Beleibtheit
კიცუთმწყელობა-ჲ	Abrichten des Fohlens
ჴმელსარეცელობა-ჲ	Liegen auf einem Bretterbett
ცუდსახელობა-ჲ	Falschheit
ჩარბფიცხელობა-ჲ	Scharfschnäbeligkeit
ზეაღმავლობა-ჲ	Hinaufgehen
შვილმრავლობა-ჲ	Kinderreichtum
ცრემლმრავლობა-ჲ	große Trauer
ერმრავლობა-ჲ	Volkreichtum
ცხოვლობა-ჲ	Leben; Leben
უცხოვლობა-ჲ	Leblosigkeit
უსაგზლობა-ჲ	Proviantlosigkeit
უგბილობა-ჲ	Wut, Raserei, Grausamkeit
გონებატკბილობა-ჲ	Friedfertigkeit
შემკობილობა-ჲ	Schmuck, Schönheit; Schmuck, Schönheit
ბრალობილობა-ჲ	Beschuldigung
პყრობილობა-ჲ	Fangen, Gefangennehmen; Fangen, Gefangennehmen
განწყობილობა-ჲ	Ordnung
შობილობა-ჲ	Geburt, Zeugung
მხოლოდშობილობა-ჲ	Besitz nur eines Sohnes; Besitz nur eines Sohnes
განწმედილობა-ჲ	Reinigung
თმაზრდილობა-ჲ	Wachsen des Haares
შინაზრდილობა-ჲ	häusliche Aufzucht
განფრდილობა-ჲ	Sein, Sichbefinden
გარდაჴდილობა-ჲ	ertragene Not
მიჴდილობა-ჲ	Bezahlung
განჴდილობა-ჲ	Vertreibung, Austreibung
უადვილობა-ჲ	Schwierigkeit
გარემოზღუდვილობა-ჲ	Ummauerung, Festung
განკუთნვილობა-ჲ	übereignung; Eigentum
ენაბრგუნვილობა-ჲ	Stottern
ქსოვილობა-ჲ	Weben
დაბურვილობა-ჲ	Bedecken, Verhüllen, Bedeckung, Verhüllung
თავდაბურვილობა-ჲ	Kopfverhüllung
გზაკეთილობა-ჲ	gute Reise
ჴმაკეთილობა-ჲ	angenehmer Klang
სიტყუაკეთილობა-ჲ	Redekunst, Rhetorik
ნათესავკეთილობა-ჲ	Adel, vornehme Herkunft
მამულკეთილობა-ჲ	Adel
სულკეთილობა-ჲ	Seelengüte
ნაყოფკეთილობა-ჲ	Fruchtbarkeit
ქედდადრეკილობა-ჲ	Gehorsam
განდრეკილობა-ჲ	Abfall, Verrat, Abweichen; Abfall, Verrat, Abweichen
მოდრეკილობა-ჲ	Krummheit, Gekrümmtheit
განდგომილობა-ჲ	Abfall, Verrat; Abfall, Verrat
წარმოდგომილობა-ჲ	Kommen, Herbringen; Kommen, Herbringen
გარდამოვრდომილობა-ჲ	Herabfallen, Herüberkommen
გონებაცთომილობა-ჲ	Wahnsinn, Dummheit; Wahnsinn, Dummheit
გრაგნილობა-ჲ	Wickeln, Einwickeln
სმენილობა-ჲ	Gehörthaben
მართლგანფენილობა-ჲ	Ausbreiten, Verbreiten
განდევნილობა-ჲ	Vertreibung
პოვნილობა-ჲ	Finden; Existieren
მოძოვნილობა-ჲ	Auffressen, Weiden, Vernichten
ქმნილობა-ჲ	Machen, Schaffen
უცხოქმნილობა-ჲ	Entfernen
განჴსნილობა-ჲ	Lösen
წარჴსნილობა-ჲ	Zügellosigkeit
განრყუნილობა-ჲ	Verderben; Verderben
გულარძნილობა-ჲ	Beugen, Neigen, Verraten, Heimtücke; Beugen, Neigen, Verraten, Heimtücke
ფარილობა-ჲ	beginnender Bartwuchs
მიყრილობა-ჲ	Hinwerfen
განჭრილობა-ჲ	Teilen, Trennen; Teilen, Trennen
მოსილობა-ჲ	Ankleiden
განყოფილობა-ჲ	Verteilung; Verteilung
სათნოყოფილობა-ჲ	Gefallen; Gefallen
ღირსყოფილობა-ჲ	Würde, Ehre
მოძილობა-ჲ	Schläfrigkeit
მრავალნაწილობა-ჲ	großer Teil, mehr Anteile
სწორნაწილობა-ჲ	Richtigkeit
უნაწილობა-ჲ	Anteillosigkeit
მიხუეჭილობა-ჲ	Rauben, Wegnehmen, Unterdrücken
შერაცხილობა-ჲ	Betrachten, Dafürhalten; Vornehmheit; Betrachten, Dafürhalten; Vornehmheit
შეუკდემლობა-ჲ	Unverschämtheit; Unverschämtheit
მიმომრდომლობა-ჲ	Umherbewegen, Umherhasten
სასუმლობა-ჲ	Adoption, Behandlung als Nahestehenden
თანამყოლობა-ჲ	Zusammensein
მებრძოლობა-ჲ	Kampf, Streit
მბრძოლობა-ჲ	Kampf
კეთილადმბრძოლობა-ჲ	Kämpfen
მჴეცთმბრძოლობა-ჲ	Kampf gegen wilde Tiere
ცეცხლისმბრძოლობა-ჲ	Kampf gegen das Feuer
გარდამწერლობა-ჲ	Abschreiben
ხატთმწერლობა-ჲ	Bildermalerei
კეთილმწერლობა-ჲ	Kalligraphie
სიტყჳსმწერლობა-ჲ	Schreiben
უთესლობა-ჲ	Unfruchtbarkeit
უხილავნისლობა-ჲ	Verschwinden im Nebel
სატლობა-ჲ	Durchfall
სასწაულობა-ჲ	Wundertätigkeit
თანადღესასწაულობა-ჲ	gemeinsames Feiern
თავს-დებულობა-ჲ	Aufsichnehmen
დაბადებულობა-ჲ	Geburt, Erschaffung; Geburt, Erschaffung
წინადაბადებულობა-ჲ	Erstgeburt, frühere Existenz
დადებულობა-ჲ	Legen
შეცოდებულობა-ჲ	Sündigkeit; Sündigkeit
წოდებულობა-ჲ	Herbeirufen, Benennung
ღმრთივწოდებულობა-ჲ	Gottberufenheit
შეზავებულობა-ჲ	Vermischen, Verbinden, Anrichten; Vermischen, Verbinden, Anrichten
დატევებულობა-ჲ	Dalassen, Zurücklassen
შეერთებულობა-ჲ	Einigkeit
ცვალებულობა-ჲ	Veränderlichkeit
დაკლებულობა-ჲ	Verringerung, Mangel; Verdruß, Schmerz; Verringerung, Mangel; Verdruß, Schmerz
