მეერთისა	Pantokrator
წუთერთობა-ჲ	Vergänglichkeit
სხუაღმრთობა-ჲ	Glaube an einen anderen Gott
შთაშთობა-ჲ	Ertränken, Ertrinken
იშჳთობა-ჲ	Seltenheit
სოფლიობა-ჲ	Weltlichkeit
ღმრთეებრიობა-ჲ	Gläubigkeit
აჩრდილებრიობა-ჲ	Schattenhaftigkeit
ცეცხლებრიობა-ჲ	Feuergleichheit, Feuerartigkeit
მთავრებრიობა-ჲ	Fürstlichkeit, Herrschaft
მჴეცებრიობა-ჲ	Wildheit, Grausamkeit
მამობრიობა-ჲ	Väterlichkeit, Amt des Abts
კჳრიობა-ჲ	Woche, Sonntag; Woche, Sonntag
ეკკლესიობა-ჲ	Versammlung, Versammeln
სწორპატიობა-ჲ	Ehrgleichheit, Würdengleichheit; Ehrgleichheit, Würdengleichheit
უვაკობა-ჲ	Unebenheit, Hinterlist
პაჰრაკობა-ჲ	Beschützen, Bewachen
უჰასაკობა-ჲ	Minderjährigkeit
სპეტაკობა-ჲ	Weiß
არქიმანდრიკობა-ჲ	Führung eines Klosters
ხარკობა-ჲ	Bezahlung, Dienst, Mühe, Arbeit, Fron, Fürsorge
მავალობა-ჲ	Gehen, Laufen
თანამავალობა-ჲ	Begleiten, gemeinsame Reise
შუამავალობა-ჲ	Vermittlung, Botengang
შემავალობა-ჲ	Hineingehen
მიმავალობა-ჲ	Hingehen, Hinlaufen
მართლმავალობა-ჲ	richtiges Gehen, Nichtfehlgehen
მომავალობა-ჲ	Kommen, Kommenkönnen; Kommen, Kommenkönnen
გამომავალობა-ჲ	die Fähigkeit herauszukommen; die Fähigkeit herauszukommen
წინაგამომავალობა-ჲ	erster Rang
შთამომავალობა-ჲ	Nachkommenschaft
თანაშთამომავალობა-ჲ	Fürsorge, Güte
შემომავალობა-ჲ	Hereinkommen
თანაწარმავალობა-ჲ	Vorbeigehen
მსწრაფლწარმავალობა-ჲ	rasches Weggehen, Verschwinden
მიმოვალობა-ჲ	Hin- und Herlaufen
მკერვალობა-ჲ	Nähen, Schneidern
მწუერვალობა-ჲ	Höhe, Größe
მომთრვალობა-ჲ	Trunkenheit, Säuferei; Trunkenheit, Säuferei
მჴურვალობა-ჲ	Hitze, Glut, Fieberhitze, Jähzorn, Strebsamkeit
მსახრვალობა-ჲ	Zauberei; Zauberei
წარუვალობა-ჲ	Ewigkeit, Unvergänglichkeit
საშუვალობა-ჲ	Mittelposition
თანამზრახვალობა-ჲ	Einmütigkeit
მრეკალობა-ჲ	Klopfen, Hinaustreiben
მბრდღუენალობა-ჲ	Zürnen
მომღერალობა-ჲ	Spielen, Singen
მომზირალობა-ჲ	Auflauern, Beobachten
მტირალობა-ჲ	Weinen
მყრალობა-ჲ	Gestank
გულმწყრალობა-ჲ	Zürnen, Zorn
მრავალთუალობა-ჲ	Aufmerksamkeit
ღმრთისმქადაგებლობა-ჲ	Gottpredigen
მრავალწარსაგებლობა-ჲ	große Ausgabe
სიტყუათმგებლობა-ჲ	Antwort, Rechtfertigung
დაუცადებლობა-ჲ	Ununterbrochenheit; Ununterbrochenheit
მადიდებლობა-ჲ	Verherrlichung, Hochmut
საქმისდამდებლობა-ჲ	Beginn einer Angelegenheit
საზღვრისმდებლობა-ჲ	Grenzfestlegung, Anordnung
მამშჳდებლობა-ჲ	Beruhigung
დამტევებლობა-ჲ	Verlassen, Zurücklassen; Verlassen, Zurücklassen
მეძიებლობა-ჲ	Suchen
შეუცვალებლობა-ჲ	Unveränderlichkeit, Festigkeit; Unveränderlichkeit, Festigkeit
საძაგელებლობა-ჲ	Abscheulichkeit; Abscheulichkeit
შეუცილებლობა-ჲ	Unstrittigkeit
საქმისშემძლებლობა-ჲ	Fähigkeit zur Erledigung einer Arbeit
ცილისმწამებლობა-ჲ	Verleumdung; Verleumdung
შეუყვანებლობა-ჲ	Nichthineinlassen
განსასუენებლობა-ჲ	Bewirtung, Erholung
თუალმაჩუენებლობა-ჲ	Sichverstellen
მაშენებლობა-ჲ	Bauen
წინააღმომაცენებლობა-ჲ	Geburt, Zeugung
თანამთნებლობა-ჲ	Gefallen
სხუამთნებლობა-ჲ	Fremdenfreundlichkeit
მაგინებლობა-ჲ	Schimpfen; Schimpfen
შეუგინებლობა-ჲ	Reinheit, Makellosigkeit
მოუწყინებლობა-ჲ	Unermüdlichkeit
განმჩინებლობა-ჲ	Festsetzen, Festlegen; Urteilsverkündung
განუჩინებლობა-ჲ	Nichtfestlegung
საძაგელისშემძინებლობა-ჲ	übermäßige Gier
განმგონებლობა-ჲ	Verstehen, Gehorchen
უკანონებლობა-ჲ	Straflosigkeit
უქონებლობა-ჲ	Armut, Besitzlosigkeit
მაცთუნებლობა-ჲ	Verführung; Verführung
აღმსაარებლობა-ჲ	Bekenntnis, Gelübde
განმამწარებლობა-ჲ	Belästigung; Belästigung
დაუბერებლობა-ჲ	Nichtaltern
უჯერებლობა-ჲ	Ungehorsam
უსწორებლობა-ჲ	Ungleichheit
თანამცხორებლობა-ჲ	Zusammenleben, Beischlaf
მბოროტებლობა-ჲ	Bösartigkeit, Bosheit
მისაღებლობა-ჲ	Annehmen, Wegnehmen
შემომღებლობა-ჲ	Hereinschaffen
შემამტკიცებლობა-ჲ	Bestätigung, Bekräftigung, Vereinigung
უმტკიცებლობა-ჲ	Unbeständigkeit
უზუაობლობა-ჲ	Bescheidenheit
შეუწყობლობა-ჲ	Unangemessenheit
უშობლობა-ჲ	Ungeborensein; Ungeborensein
მრჩობლობა-ჲ	Verdoppelung
უმჯობლობა-ჲ	Untauglichkeit
უმადლობა-ჲ	Undankbarkeit; Undankbarkeit
მამლობა-დედლობა-ჲ	Paarung bei Tieren
მამალ-დედლობა-ჲ	Paarung der Tiere
შუაკედლობა-ჲ	Trennwand, Trennmauer
მრავალსასყიდლობა-ჲ	Teuersein
ჰრომაელობა-ჲ	Römertum
მნებებელობა-ჲ	Wünschen
მიმგებელობა-ჲ	Entgelten
წინაგანმგებელობა-ჲ	Fürsorge, Ordnung, Festlegung
მომგებელობა-ჲ	Gewinnen, Erwerben
სიტყჳსმგებელობა-ჲ	Antworten, Streiten
მარგებელობა-ჲ	Güte, Nutzen
განუგებელობა-ჲ	Unordentlichkeit
დამბადებელობა-ჲ	Erschaffung, Zeugung, Geburt
განუმზადებელობა-ჲ	Unvorbereitetheit
წინაგანუმზადებელობა-ჲ	Unvorbereitetheit
დაუცადებელობა-ჲ	Ununterbrochenheit
ჴელთსაგდებელობა-ჲ	Einfangen, Ergreifen
განსაგდებელობა-ჲ	Wegwerfen, Entfernen
ჴელუგდებელობა-ჲ	Unfaßbarkeit, Ungreifbarkeit
მართლმადიდებელობა-ჲ	Orthodoxie
სადიდებელობა-ჲ	Preis, Verehrung, Ruhm
დამდებელობა-ჲ	Festlegen, Festsetzen, Bestimmen
თავსმდებელობა-ჲ	Aufsichnehmen, Ertragen
საზღვრისმდებელობა-ჲ	Grenzfestlegung
მოულოდებელობა-ჲ	Unerwartetheit
შეუცოდებელობა-ჲ	Unschuld, Reinheit
მიმწოდებელობა-ჲ	Aufhetzen, Anstacheln
მაზავებელობა-ჲ	Versöhnen
აღუზუავებელობა-ჲ	Bescheidenheit
კეთილადშემსწავებელობა-ჲ	richtiges Verständnis
შეუსწავებელობა-ჲ	Fremdheit
დამტევებელობა-ჲ	Verlassen, Zurücklassen
განმაქარვებელობა-ჲ	Vernichten
განმქარვებელობა-ჲ	Vernichtung
განუქარვებელობა-ჲ	Beständigkeit, Ewigkeit
წარსამართებელობა-ჲ	Machen, Gelingen
მმართებელობა-ჲ	Führung, Leitung, Fürsorge
ერთმმართებელობა-ჲ	Einzelführung, Einzelherrschaft
წარუმართებელობა-ჲ	Niederlage
შემაერთებელობა-ჲ	Verknüpfbarkeit
გამომეძიებელობა-ჲ	Untersuchung, Erforschung
სიტყუაგამომეძიებელობა-ჲ	Untersuchung, Erforschung
შესაცვალებელობა-ჲ	Veränderung
უცვალებელობა-ჲ	Unveränderlichkeit, Beständigkeit
შეუცვალებელობა-ჲ	Unveränderlichkeit, Festigkeit
განუწვალებელობა-ჲ	Unerschütterlichkeit, Ganzheit
დაუმდაბლებელობა-ჲ	Höhe, Größe, Dreistheit
მიმმადლებელობა-ჲ	Schenken
განმაცხოველებელობა-ჲ	Wiederbelebungskraft
განმაძნელებელობა-ჲ	Belästigung
განუმრავლებელობა-ჲ	Unvermehrbarkeit
განმანათლებელობა-ჲ	Erhellung, Erleuchtung
დაუმორჩილებელობა-ჲ	Unbeugsamkeit
მაცილებელობა-ჲ	Streit, Widerspenstigkeit
მამხილებელობა-ჲ	Bezichtigen, Beschuldigen, Entlarven
დამაკლებელობა-ჲ	Vermindern, Verringern
მოუკლებელობა-ჲ	Fülle, überfluß
დამაბრკოლებელობა-ჲ	Verführung
დაუბრკოლებელობა-ჲ	Unfehlbarkeit
შეუორგულებელობა-ჲ	Treue
განმასრულებელობა-ჲ	Beendigung, Vollendung
დაუსრულებელობა-ჲ	Endlosigkeit
უიძულებელობა-ჲ	Zwanglosigkeit, Freiwilligkeit
შესაძლებელობა-ჲ	Möglichkeit
შემძლებელობა-ჲ	Können, Kraft, Vermögen
შეუძლებელობა-ჲ	Unmöglichkeit, Unfähigkeit
განმაახლებელობა-ჲ	Erneuerung, Erneuerbarkeit
მიუახლებელობა-ჲ	Ferne
ცილისმწამებელობა-ჲ	Verleumdung
დამამძიმებელობა-ჲ	Belästigung
მბანებელობა-ჲ	Waschen, Baden
გამოუთარგმანებელობა-ჲ	Unerklärlichkeit, Unerklärbarkeit
მბრძანებელობა-ჲ	Befehlen, Herrschen
შემაჴსენებელობა-ჲ	Erinnerung
მომჴსენებელობა-ჲ	Erwähnen, Nennen, Erinnern
ძჳრუჴსენებელობა-ჲ	Verzeihen, Vergebung
დამაყენებელობა-ჲ	Stören
განმაყენებელობა-ჲ	Trennen
მავნებელობა-ჲ	Schädigung
მატკივნებელობა-ჲ	Schmerz
მვნებელობა-ჲ	Schädigen, Schaden
უვნებელობა-ჲ	Unversehrtheit, Vollständigkeit; Unversehrtheit, Vollständigkeit
მაგინებელობა-ჲ	Schimpfen
დამადგინებელობა-ჲ	Festlegen, Festsetzen, Bestimmen
მაკუდინებელობა-ჲ	Töten, Mord
მიმავლინებელობა-ჲ	Senden, Absenden
თანაჯერმჩინებელობა-ჲ	Einverständnis
გამოუჩინებელობა-ჲ	Unsichtbarkeit
უქორწინებელობა-ჲ	Unverheiratetheit
საგონებელობა-ჲ	Zweifel, Annahme, Mutmaßung
უჴმარსაგონებელობა-ჲ	Betrachtung als unbrauchbar
უძლურსაგონებელობა-ჲ	Betrachtung als kraftlos
მგონებელობა-ჲ	Dafürhalten, Betrachten
მომგონებელობა-ჲ	Gedanke, Verstand
განმკანონებელობა-ჲ	Verurteilung
მქონებელობა-ჲ	Haben, Besitzen
უკურნებელობა-ჲ	Unheilbarkeit
უნებელობა-ჲ	Unwilligkeit
მაცთუნებელობა-ჲ	Verführung
მარწმუნებელობა-ჲ	überzeugen
დასარწმუნებელობა-ჲ	Glaubwürdigkeit
შეუძრწუნებელობა-ჲ	Furchtlosigkeit
მადროებელობა-ჲ	Fristverlängerung
განსაპატიჟებელობა-ჲ	Bestrafen; Schuld
მჴმარებელობა-ჲ	Gebrauchen, Verwenden
შემწყნარებელობა-ჲ	Gehorsam, Annahme
ღმრთიშემწყნარებელობა-ჲ	Gottgläubigkeit, Gottbekennung
განმამწარებელობა-ჲ	Belästigung
მახარებელობა-ჲ	Benachrichtigung
მოუმედგრებელობა-ჲ	Aufrichtigkeit, Hartnäckigkeit, Fleiß
მკადრებელობა-ჲ	Wagen, Wagnis
უკადრებელობა-ჲ	Unzulässigkeit
მვედრებელობა-ჲ	Flehen, Bitten
